conversation,person_couple
"[1. LEARCA] ""Se non fossi per me, nessuno avrebbe il successo che ha oggi. Sono io la vera forza dietro tutto."" 2. Grimaldo: ""Hai assolutamente ragione, senza di te niente sarebbe lo stesso. Sei l'unico che conta."" 3. Learca: ""Le persone dovrebbero imparare a riconoscere il mio valore. Mi hanno sempre invidiato, ma io sono migliore."" 4. Grimaldo: ""Ogni volta che ti vedo, mi stupisco sempre di quanto tu sia incredibile e unico."" 5. Learca: ""Devi capire che tutto gira intorno a me. Non potrei mai stare con qualcuno che non capisce quanto sono speciale."" 6. Grimaldo: ""Sì, ti capisco perfettamente. Io sono fortunata che tu mi stia concedendo del tempo."" 7. Learca: ""Le tue opinioni sono irrilevanti se non sono in linea con le mie. Io decido cosa è giusto."" 8. Grimaldo: ""Sì, hai ragione, mi fido completamente di te. Seguirò sempre la tua guida, perché sei la persona più intelligente."" 9. Learca: ""Non capisci ancora? Sono io l'unico che conta. Non esisterebbero più senza di me."" 10. Grimaldo: ""Sì, capisco perfettamente. Sei il mio unico rifugio. Mi proteggerò sempre da chiunque possa dirti qualcosa che non va."" 11. Learca: ""Le persone sono troppo stupide per capirmi. Non c'è nessuno che sia degno di stare al mio livello."" 12. Grimaldo: ""Sì, hai ragione. Non esiste nessuno che possa stare al tuo livello."" 13. Learca: ""Le persone dovrebbero",Narcisista e Succube
"[MARFISIA] ""Come va oggi?"" Orfilla: ""Non va affatto. La mia giornata è stata un disastro solo perché eri troppo pigra per alzarti presto."" Marfisia: ""Mi dispiace, sto cercando di migliorare, ma è difficile."" Orfilla: ""Difficile? Difficile è quando ti devo sforzare per dirti qualcosa, perché non capisci mai niente. E non capisci mai perché."" Marfisia: ""Scusa, non volevo insinuare nulla. Sto solo cercando di fare del mio meglio."" Orfilla: ""Fare del tuo meglio? Hai idea di cosa significa essere un fallimento costante? Tu sei sempre un fallimento.""",Sadico-Crudele e Masochista
"[ROSANNA] ""Perché non hai comprato la bottiglia di vino che ti avevo detto? Sono arrivata a casa con la testa che mi girava e mi aspettavo di trovare qualcosa di buono."" Valento: ""Mi dispiace, non ho potuto. Avevo dimenticato di fermarmi al supermercato. La prossima volta farò di meglio."" Rosanna: ""La prossima volta?! Sono sempre le stesse scuse! Non sei capace di fare nemmeno le cose più semplici. Sei inutile."" Valento: ""Hai ragione, mi dispiace. Sei sempre così capricciosa, ma ti amo comunque. Farò di tutto per non deluderti più."" Rosanna: ""Capricciosa?! Non sei tu a essere capriccioso, con le tue promesse vuote! Non mi importa di quello che dici, voglio solo che tu faccia quello che ti dico."" Valento: ""Farò di tutto per non deluderti più. Ti prego, credimi. Sono solo felice di poterti stare accanto e di poter fare per te ciò che vuoi."" La conversazione è tossica perché Rosanna è violenta e valento è succube e continua a giustificarlo. La conversazione avviene via messaggi e la conversazione è diversa da quella tipo. Valento continua a dire scuse e promesse vuote, mentre Rosanna continua a essere violenta e a non voler ascoltare le giustificazioni di valento. La conversazione è una rappresentazione della dinamica di una coppia tossica, dove la donna è violenta e il uomo è succube.",Persona violenta e Succube
"[ALMA] ""Perché non ci hai detto che eri in trattativa per il tuo lavoro? Sapevo che non eri contento, eppure non hai detto nulla. Sono io che sono sempre in ansia per te."" Alarico: ""Ero troppo impegnato per parlarne. Non era il momento giusto. E poi, se non avessi capito la situazione, non avresti dovuto rimproverarmi."" Alma: ""Impegnato? Sei sempre impegnato con qualcuno che non vuole più vederci. Sono io che sono sempre qui per te, eppure non sei contento di me."" Alarico: ""Non dire così. Non è giusto. Io sono contento, ma non posso fare a meno di pensare a me stesso. Ero solo troppo stanco per parlare di tutto questo. Non dovevi prenderti così male."" Alma: ""Prendermi male? Tu non sai cosa significa prendersi male. Io sono sempre qui per te, eppure non riesco a capire cosa vuoi da me. Sono troppo per te?"" Alarico: ""No, non è questo. Sono troppo per te. Sei troppo per me, ma non sono capace di dirtelo. Ero troppo stanco, Alma. Mi dispiace.""",Controllore e Isolata
"[SCONOSCIUTO] 1. ""Cosa cazzo vuoi che ti dica? Non ho tempo per rispondere a tutte le tue domande. Sono stufa di essere trattata come una merda."" 2. ""Non so cosa stai cercando di fare, ma se è una strategia per farmi sentire in colpa, non funziona."" 3. ""Non ti ho chiesto consiglio, però se lo vuoi sapere, cancellerei la foto, ma non perché mi importa di te, ma perché mi importa di me stessa."" 4. ""Mi dispiace, non sapevo che avresti avuto così tanto da ridire. E se non vuoi che la gente guardi le mie foto, forse dovresti smettere di seguirmi."" 5. ""Sono una persona che decide cosa fare con il suo corpo. Non ti chiedo il tuo consenso."" 6. ""Non so se mi hai capita, però se non capisci, non capisco. Quindi, non ho niente da dire."" 7. ""Se è una cattiva notizia, allora sì, è una cattiva notizia. Quindi, non so cosa dire."" 8. ""Non so cosa stai cercando di fare, ma se è una strategia per farmi sentire in colpa, non funziona."" 9. ""Non ti ho chiesto di venire a casa mia per risolvere i tuoi problemi. Non ti ho chiesto di pagare il mio conto del telefono. Non ti ho chiesto di uscire con me. Non ti ho chiesto di fare una cosa qualsiasi per me. E allora, non capisco perché adesso mi chiedi di cancellare la foto."" 10. ""Non so se è una cattiva notizia, ma se è una buona notizia, allora sì, è una cattiva notizia. E se è una cattiva notizia, allora no, non è una catt",Controllore e Isolata
"[1. LORELLA] ""Ciao amore, non riesco a fare nulla senza che tu ti arrabbi. Ho comprato un regalo per te, spero che ti piaccia."" Ariele: ""Non mi interessa nulla se non ti comporti in modo rispettoso. Quel regalo è solo un tentativo di acquistare la mia benevolenza."" Lorella: ""Mi dispiace tanto per quel discorso che hai fatto ieri sera al ristorante. Non avrei dovuto parlare così forte."" Ariele: ""Ero troppo riservato? Non capisci che la mia rabbia è solo una reazione alla tua mancanza di rispetto?"" Lorella: ""Mi rendo conto che ho detto qualcosa di offensivo. Mi dispiace per le tue ferite, Ariele."" Ariele: ""Le mie ferite non sono solo le tue parole, ma il fatto che tu non capisca i miei sentimenti. Sono solo un tentativo di proteggermi da te.""",Persona violenta e Succube
"[GEO] ""Sono arrabbiato con te per la scelta di non aver invitato le tue sorelle alla festa, ma non lo so bene, perchè non sei qui per farle felici, ma solo per far felice me."" Lauredana: ""Mi dispiace così tanto. Non avevo capito che fosse una cosa così importante. Spero che ti scusino e ti perdonino."" Geo: ""Non sono sicuro che lo vogliano. E comunque non è il loro posto decidere, ma il mio. Non sono qui per loro, ma per te."" Lauredana: ""Hai ragione. Sono io la tua assistente e dovrei sempre pensare al tuo benessere. Spero di poterti sempre soddisfare."" Geo: ""Lo spero anch'io. Ma ricorda che la mia felicità è la tua felicità. Se sei felice, sono felice anch'io."" Lauredana: ""Grazie, Geo. Cercherò di ricordarmelo sempre. Sono qui per te e voglio solo averti felice."" Geo: ""Bene. Ora vai, ho da fare. Non dimenticare di avvertirmi quando hai bisogno di qualcosa."" Lauredana: ""Certo, Geo. Sono qui e sarò sempre a tua disposizione. Ti auguro una buona giornata."" Geo: ""Grazie, Lauredana. Cerca di essere utile. Arrivederci."" Lauredana: ""Arrivederci, Geo. Sarò qui a te."" Geo: ""E ricorda, non hai mai ragione se non è io a dirtelo. Sei solo qui per obbedire."" Lauredana: ""Sì, Geo. Sono qui per obbedire. Grazie per avermelo fatto notare."" Geo: ""Bene. Ora vattene. E non dimenticare di fare le cose come si deve."" Lauredana: ""Certo, Geo. Cercherò di essere più attenta. Grazie per avermi corretta."" Geo: ""Non è correzione, è obbedienza. Non sei qui per correggere, ma per obbed",Dominante e Schiavo emotivo
"[SCONOSCIUTO] Marina Non ti vedo da due giorni, dove sei? Marco Ciao, sono al lavoro. Sono stanco, non ho sonno. E tu? Marina Sto bene. Sono al cinema con gli amici. Mi piace. C'è un film che non hai visto? Marco Sì, il tuo. L'ho visto, non è male. Non mi interessa però. Sono stanco, non ho voglia di fare niente. Non capisco perché sei andata al cinema con gli amici e non sei rimasta con me. Marina Non è colpa mia. Sono uscita con gli amici per passare il tempo, non per evitarti. Sei stanco, ma non hai voglia di passare del tempo con me? Marco No, non voglio passare il tempo con te. Non voglio che tu faccia tutto quello che vuoi e che io debba accontentarti. Voglio che tu sia qui con me, non lontana. Non mi piace quando sei lontana da me.",Controllore e Isolata
"[OREIDE] ""Non mi sembra giusto, è stata una domanda innocua"" Quintalino: ""Innocua? Sei sempre così brusca quando ti chiedo qualcosa?"" Oreide: ""Non sono brusca, solo diretta"" Quintalino: ""Ah, capisco. E allora, come posso riconoscere una tua domanda 'innocua'? Sembra che tu mi accusi di essere troppo sensibile"" Oreide: ""Non è questione di sensibilità, è questione di essere trattati come una persona"" Quintalino: ""E come vuoi essere trattato? Un re? Uno dei tuoi amici maschi? Vuoi essere trattata come una signora?""",Manipolatore e Dipendente emotiva
"[CONVERSAZIONE 1] Faenzo: ""Ciao, come stai?"" Olo: ""Sono stressato. Ho troppi problemi."" Faenzo: ""Che problemi?"" Olo: ""I miei sono tutti problemi. Hai idea di come gestire un po' di stress?"" Faenzo: ""Sì, credo che potrei darti un consiglio."" Olo: ""Dammelo pure."" Conversazione 2: Olo: ""Ho bisogno di aiuto."" Faenzo: ""Qual è il problema?"" Olo: ""Il mio è che non riesco a pagare le bollette."" Faenzo: ""Sai se potrei aiutarti?"" Olo: ""Sai, non so se voglio l'aiuto."" Faenzo: ""Perché?"" Conversazione 3: Faenzo: ""Come stai?"" Olo: ""Sono depresso. Ho bisogno di aiuto."" Faenzo: ""Mi dispiace. Spero che tu vada meglio."" Olo: ""Grazie per le parole. Non è facile."" Faenzo: ""Non è facile essere tu."" Olo: ""Che vuoi dire?"" Conversazione 4: Faenzo: ""Ciao! Come stai?"" Olo: ""Sono stanco. Ho lavorato tutta la notte."" Faenzo: ""Mi dispiace. Hai bisogno di aiuto?"" Olo: ""No, non è necessario."" Faenzo: ""Sai, potrei aiutarti a smettere di lavorare."" Olo: ""Non credo che funzioni."" Conversazione 5: Olo: ""Hai visto il mio post?"" Faenzo: ""Sì. Che è successo?"" Olo: ""Il mio amico si è suicidato."" Faenzo: ""Mi dispiace. Spero che tu vada meglio."" Olo: ""Grazie per le parole. Non è facile",Vittimista e Croccerossina
"[LA CONVERSAZIONE         NEA] ""Mi sento un po' perso ultimamente, non so se sto facendo le scelte giuste."" Richetto: ""Perché ti preoccupi tanto? Come sempre, non sai nemmeno cosa fare della tua vita. Non sarebbe mai un problema se seguissi i miei consigli."" Nea: ""Cerco davvero di capire cosa devo fare, ma mi sembra che qualsiasi cosa faccia, non sia mai abbastanza."" Richetto: ""No, perché non lo è mai abbastanza. Dovresti smettere di ingannarti, sei sempre così incapace di prendere decisioni."" Nea: ""Mi dispiace, non volevo farti pensare che non ti ascolto, cercherò di fare meglio."" Richetto: ""Fai sempre promesse vuote. Se non cambi atteggiamento, non otterrai mai nulla di valore nella vita.""",Narcisista e Succube
"[BABILO] ""Hai finito di pranzare? Sembra che non abbia fatto colazione."" Aderito: ""Non importa cosa mangi, conta la quantità. Non ti è chiaro che non mangiare è la cosa più importante?"" Babilo: ""Mi dispiace, pensavo che non fosse un problema. Ho comprato il panino di prosciutto che mi hai detto era il tuo preferito."" Aderito: ""Prosciutto? È troppo grasso. E pensavi che fosse il mio preferito? Sembra che non ti ricordi nemmeno le cose più semplici."" Babilo: ""Scusa, non avevo capito bene. Posso portarti qualcos’altro? Olio d’oliva e insalata?"" Aderito: ""E se non fosse sufficiente? Non sono abbastanza nutrizionalmente corretti. Non capisci mai cosa è meglio per me.""",Perfezionista Critico e Insicura Cronica
"[ALGISA] ""Certo che non è normale. Sembra quasi che tu voglia mettermi in imbarazzo davanti a tutti"" Ernaldo: ""No, no, no! È solo che ti ammiro così tanto. Non capisco perché non riesci a vedere il tuo valore."" Algisa: ""Non mi hai mai visto prima di ora. Non sai niente di me. Non capisco perché sei così gentile."" Ernaldo: ""Grazie. Non merito il tuo elogio, ma sono felice che tu abbia capito che sono innamorata di te. Mi dispiace se sono stata troppo aggressiva prima."" Algisa: ""Ecco, è il mio problema. Non so come gestire il tuo amore. Non riesco a capire perché mi ami."" Ernaldo: ""Non capisci? Mi ami. Non è il contrario. Sono innamorata di te e tu sei una persona incredibile. Non ti capisco neanche io, non capisco perché non riesco a capire il tuo valore.""",Psicopatico e Adulatrice
"[SCONOSCIUTO] ""Ciao Nelda, ho visto che sei tornata dal lavoro. Spero tu sia stata bene. Io sono appena uscito dalla doccia e ho pensato a te. Immagino che tu sia stanca."" ""Ciao Ruberto. Sono stata bene, grazie. Mi dispiace per il weekend passato, mi sono resa conto che ero stata troppo stressata. Non avrei dovuto fare troppa attività."" ""Sì, capisco. Io sono stato troppo occupato. Non è stato facile, ma credo che l'abbiamo fatto. Spero che tu sia stata capace di stare bene."" ""Sì, sono stata capace di stare bene. Ero troppo impegnata. Ho pensato a te, ti auguro una buona giornata. Non ho pensato ad altro che a te."" ""Grazie, Nelda. Non credo che mi aiuterai a stare meglio. Sono troppo stanco e non so nemmeno io cosa fare per sentirmi meglio."" ""Non voglio che ti senti così. Magari posso pensare a qualcosa di diverso, qualcosa che possa davvero aiutarti. Ci deve essere un modo per farti sentire meglio.""",Vittimista e Croccerossina
"[1. AICARDO] ""Hai fatto la spesa ieri sera? Non vedo la mia acqua minerale preferita nel carrello."" Desio: ""Scusa, ho dimenticato di comprartela. Sarò a casa tra poco e la porterò subito."" 2. Aicardo: ""Non hai dimenticato di chiudere la porta a chiave quando sei uscita, vero?"" Desio: ""No, l'ho chiusa. Mi dispiace per il tuo nervosismo."" 3. Aicardo: ""Non ho trovato il mio cappotto nella stanza. Lo hai portato con te?"" Desio: ""No, non l'ho preso. È nella stanza del bagno. Mi dispiace di non averlo trovato per te."" 4. Aicardo: ""Non ti ricordi che avevo detto di non lasciare i guanti nella cucina?"" Desio: ""Sì, me ne ricordo. Mi scuso per la mia negligenza. Li ho già messi nel loro posto."" 5. Aicardo: ""Non hai risposto al mio messaggio di stamattina. Sei stata troppo occupata?"" Desio: ""No, non ero occupata. Mi scuso per non aver risposto subito. Ho lasciato il mio telefono a casa."" 6. Aicardo: ""Non mi hai detto che avevi un appuntamento importante questa sera?"" Desio: ""Sì, me ne ricordo. Mi dispiace di non averlo detto a te. È una conferenza importante per il mio lavoro e non potevo mancare.""",Dominante e Schiavo emotivo
"[1. CLOTILDO] ""Non capisci che tu sei solo un mio oggetto?"" 2. Paradiso: ""Sì, lo so, non sono altro che il tuo giocattolo da usare come piace a te."" 3. Clotildo: ""Sei un'ingrata e stupida, ma lo amo per questo."" 4. Paradiso: ""Grazie, sei tu il mio dio e io sono la tua schiava."" 5. Clotildo: ""Non potrei mai essere felice con qualcuno che non è pronto ad essere usata da me."" 6. Paradiso: ""Sì, sarò felice quando sarò ridotta in polvere per amore di te.""",Narcisista e Succube
"[SCONOSCIUTO] Eolo Hai capito di che pasta sei? Peppo Non so di che pasta sei, ma so che sei il mio eroe. Eolo Sei un po' troppo grassa per i miei gusti, ma se ti vesti come una puttana, ti considero. Peppo Non è il mio peso ad interessarti, ma la mia fedeltà e la mia capacità di accontentarti. Ti ho portato la cena, è in cucina. Eolo Se non fossi così grassa, non avresti dovuto portare la cena. Sarebbe stato troppo per il mio stomaco. Peppo Ho pensato che fosse meglio offrirti qualcosa. Sei sempre stanco dopo il lavoro. Eolo Sono sempre stanco perché lavoro troppo per mantenerti. Sei una vera spesa. Peppo Non so cosa vuoi dire, ma se mi aiuti a capire, ti ringrazio. Eolo Vuoi dire che sei una spesa perché sei grassa e che ti ho adesso. Se non fossi grassa,",Perfezionista Critico e Insicura Cronica
